,"页面URL","访客数(UV)","IP数","贡献浏览量","跳出率","平均访问时长",
472,"https://jupyter.cn/2019/08/12/questionaire-40551057","1","1","1","100%"," 00:00:53",
473,"https://jupyter.cn/index.html","1","1","1","100%"," 00:00:05",
474,"https://jupyter.cn/2019/09/18/questionaire-45888706","1","1","1","100%"," 00:02:00",
475,"https://jupyter.cn/2018/11/28/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-R-%E5%AD%A3%E8%8A%82%E5%9B%9E%E5%BD%92%E6%A8%A1%E5%9E%8B.1","1","1","1","100%"," 00:02:00",
476,"https://jupyter.cn/2019/08/16/questionaire-42260182","1","1","1","100%"," 00:02:00",
477,"https://jupyter.cn/2019/09/10/questionaire-43711104","1","1","1","100%"," 00:00:36",
478,"https://jupyter.cn/2019/10/16/questionaire-47387787","1","1","1","100%"," 00:02:00",
479,"https://jupyter.cn/2019/08/11/questionaire-43791119","1","1","1","100%"," 00:02:17",
480,"https://jupyter.cn/2019/08/06/questionaire-43399504","1","1","1","100%"," 00:00:06",
481,"http://jupyter.cn/2018/08/24/%E7%A8%8B%E5%BA%8F%E5%BC%80%E5%8F%91-psychopy-%E5%8A%A8%E4%BD%9C%E6%80%9D%E7%BB%B4","1","1","1","100%"," 00:17:04",
482,"https://jupyter.cn/2019/11/13/questionaire-47681275","1","1","1","100%"," 00:02:00",
483,"https://translate.googleusercontent.com/translate_c?depth=1&amp;hl=zh-TW&amp;prev=search&amp;rurl=translate.google.com&amp;sl=zh-CN&amp;sp=nmt4&amp;u=https://jupyter.cn/2019/10/17/questionaire-47489977/&amp;xid=17259,15700022,15700186,15700191,15700256,15700259,15700262,15700265,15700271,15700283&amp;usg=ALkJrhhkh8ghDDFzSa_CmbwMv92k8TGm2w","1","1","1","100%"," 00:13:19",
484,"https://jupyter.cn/2019/08/16/questionaire-43744070","1","1","1","100%"," 00:00:03",
485,"https://jupyter.cn/2018/08/31/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E9%85%8D%E5%AF%B9%E8%AE%A1%E9%87%8F%E8%B5%84%E6%96%99%E6%AF%94%E8%BE%83","1","1","1","100%"," 00:00:21",
486,"https://jupyter.cn/2019/10/16/questionaire-47587307","1","1","1","100%"," 00:07:17",
487,"https://jupyter.cn/2019/05/24/questionaire-39733277","1","1","1","100%"," 00:02:00",
488,"https://jupyter.cn/2019/10/19/questionaire-47754486","1","1","1","100%"," 00:00:19",
489,"https://jupyter.cn/tags/%E6%8B%9B%E8%81%98","1","1","1","100%"," 00:02:00",
490,"https://jupyter.cn/2019/10/17/questionaire-47321001","1","1","1","100%"," 00:05:33",
491,"https://jupyter.cn/2019/10/16/questionaire-47380644","1","1","1","100%"," 00:02:00",
492,"https://jupyter.cn/2019/08/19/questionaire-44250253","1","1","1","100%"," 00:02:00",
493,"https://jupyter.cn/2019/09/17/questionaire-45731856","1","1","1","100%"," 00:02:00",
494,"https://jupyter.cn/2019/08/01/questionaire-42359470","1","1","1","100%"," 00:00:22",
495,"https://jupyter.cn/2019/10/22/questionaire-47659617","1","1","1","100%"," 00:02:00",
496,"https://jupyter.cn/2019/11/06/questionaire-47919325","1","1","1","100%"," 00:00:19",
497,"https://jupyter.cn/2019/10/22/questionaire-48027797","1","1","1","100%"," 00:00:47",
498,"https://jupyter.cn/2019/10/17/questionaire-47609800","1","1","1","100%"," 00:02:00",
499,"https://jupyter.cn/2019/08/16/questionaire-yUR7Z32","1","1","1","100%"," 00:02:00",
500,"https://jupyter.cn/2019/09/17/questionaire-45694656","1","1","1","100%"," 00:00:07",
501,"https://jupyter.cn/2019/08/16/questionaire-43979615","1","1","1","100%"," 00:00:39",
502,"https://jupyter.cn/2019/08/16/questionaire-43983817","1","1","1","100%"," 00:02:00",
503,"https://jupyter.cn/2019/10/06/questionaire-46661546","1","1","1","100%"," 00:01:21",
504,"https://jupyter.cn/2019/07/24/questionaire-43095123","1","1","1","100%"," 00:02:00",
505,"https://jupyter.cn/2018/08/31/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E5%85%88%E9%AA%8C%E6%A6%82%E7%8E%87","1","1","1","100%"," 00:00:15",
506,"https://jupyter.cn/2019/07/04/questionaire-42266009","1","1","1","100%"," 00:02:00",
507,"https://jupyter.cn/2019/07/19/questionaire-39769405","1","1","1","100%"," 00:00:39",
508,"https://jupyter.cn/2019/10/02/questionaire-46725863","1","1","1","100%"," 00:01:45",
509,"https://jupyter.cn/2018/10/31/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-M-plus-%E4%BA%A4%E4%BA%92%E6%95%88%E5%BA%94","1","1","1","100%"," 00:02:00",
510,"https://jupyter.cn/2019/07/23/questionaire-42833862","1","1","1","100%"," 00:00:51",
511,"https://jupyter.cn/2019/08/14/questionaire-43821064","1","1","1","100%"," 00:00:12",
512,"https://jupyter.cn/2019/07/10/questionaire-42414041","1","1","1","100%"," 00:00:06",
513,"https://jupyter.cn/2019/08/20/questionaire-44114350","1","1","1","100%"," 00:00:06",
514,"https://jupyter.cn/2019/07/24/questionaire-43142056","1","1","1","100%"," 00:02:00",
515,"https://jupyter.cn/2019/08/16/questionaire-44064492","1","1","1","100%"," 00:00:09",
516,"https://jupyter.cn/2019/09/12/questionaire-45619570","1","1","1","100%"," 00:02:23",
517,"https://jupyter.cn/2019/08/22/questionaire-44372350","1","1","1","100%"," 00:00:13",
518,"https://jupyter.cn/2019/07/23/questionaire-42815506","1","1","1","100%"," 00:00:05",
519,"https://jupyter.cn/2018/09/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E5%8D%8A%E6%95%B0%E6%95%88%E9%87%8F%E6%A6%82%E7%8E%87%E5%8D%95%E4%BD%8D%E6%B3%95","1","1","1","100%"," 00:00:07",
520,"https://jupyter.cn/2019/10/28/questionaire-48430925","1","1","1","100%"," 00:00:06",
521,"https://jupyter.cn/2018/11/28/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E6%A6%82%E7%8E%87%E5%88%86%E5%B8%83%E5%AF%86%E5%BA%A6","1","1","1","100%"," 00:00:21",
522,"https://jupyter.cn/2019/07/02/questionaire-39322873","1","1","1","100%"," 00:02:00",
523,"https://jupyter.cn/2019/08/11/questionaire-43837076","1","1","1","100%"," 00:00:14",
524,"https://jupyter.cn/2019/07/04/questionaire-41966753","1","1","1","100%"," 00:00:13",
525,"https://jupyter.cn/2019/09/16/questionaire-45466060","1","1","1","100%"," 00:04:38",
526,"https://jupyter.cn/2019/07/01/questionaire-41695811","1","1","1","100%"," 00:04:04",
527,"https://jupyter.cn/2019/08/31/questionaire-44883381","1","1","1","100%"," 00:02:00",
528,"http://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E7%BA%BF%E6%80%A7%E8%A7%84%E5%88%92%E6%95%B0%E5%AD%A6%E6%A8%A1%E5%9E%8B","1","1","1","100%"," 00:00:05",
529,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SAS-%E8%80%B6%E8%8C%A8%E8%BF%9E%E7%BB%AD%E6%80%A7%E4%BF%AE%E6%AD%A3","1","1","1","100%"," 00:13:30",
530,"https://jupyter.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E7%A6%BB%E5%8A%BF%E5%88%86%E6%9E%90.1","1","1","1","100%"," 00:01:53",
531,"https://jupyter.cn/2019/10/08/questionaire-46824469","1","1","1","100%"," 00:02:41",
532,"https://jupyter.cn/2019/09/17/questionaire-45716255","1","1","1","100%"," 00:05:04",
533,"https://jupyter.cn/2019/09/12/questionaire-45548253","1","1","1","100%"," 00:02:00",
534,"https://jupyter.cn/2019/08/27/questionaire-43640533","1","1","1","100%"," 00:02:00",
535,"https://jupyter.cn/2018/11/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E6%A0%BC%E6%8B%89%E5%B8%83%E6%96%AF%E6%A3%80%E9%AA%8C","1","1","1","100%"," 00:00:08",
536,"https://jupyter.cn/2018/10/30/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-SPSS-%E4%BA%A4%E4%BA%92%E6%95%88%E5%BA%94","1","1","1","100%"," 00:00:09",
537,"https://jupyter.cn/2019/08/08/questionaire-42375547","1","1","1","100%"," 00:06:06",
538,"https://jupyter.cn/2019/09/27/questionaire-46451229","1","1","1","100%"," 00:01:05",
539,"https://jupyter.cn/2019/08/26/questionaire-44427828","1","1","1","100%"," 00:02:00",
540,"https://jupyter.cn/2019/11/06/questionaire-49119924","1","1","1","100%"," 00:01:08",
541,"http://jupyter.cn/tags","1","1","1","100%"," 00:02:00",
542,"https://jupyter.cn/2019/10/17/%E6%9C%AC%E7%AB%99%E6%8B%9B%E8%81%98%E9%97%AE%E5%8D%B7%E5%A1%AB%E5%86%99%E5%91%98-%E9%97%AE%E5%8D%B7%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E4%BA%BA%E5%91%98-%E5%85%BC%E8%81%8C","1","1","1","100%"," 00:01:16",
543,"https://jupyter.cn/2019/09/02/questionaire-44993298","1","1","1","100%"," 00:02:00",
544,"https://jupyter.cn/tags/%E9%97%AE%E5%8D%B7%E6%94%B6%E9%9B%86","1","1","1","100%"," 00:00:18",
545,"https://jupyter.cn/2019/09/02/questionaire-45003625","1","1","1","100%"," 00:02:00",
546,"https://jupyter.cn/2019/08/14/questionaire-43677509","1","1","1","100%"," 00:00:22",
547,"https://jupyter.cn/2018/11/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-M-plus-%E4%B8%80%E5%85%83%E9%9D%9E%E7%BA%BF%E6%80%A7%E5%9B%9E%E5%BD%92","1","1","1","100%"," 00:00:05",
548,"http://jupyter.cn/tags/stata","1","1","1","100%"," 00:02:00",
549,"https://jupyter.cn/2019/07/01/questionaire-41929513","1","1","1","100%"," 00:00:07",
550,"https://jupyter.cn/2019/07/24/questionaire-42650671","1","1","1","100%"," 00:03:28",
551,"https://jupyter.cn/tags/Python","1","1","1","100%"," 00:00:51",
552,"https://jupyter.cn/2019/09/20/questionaire-46002408","1","1","1","100%"," 00:00:12",
553,"https://jupyter.cn/2019/10/17/questionaire-46929373","1","1","1","100%"," 00:02:00",
554,"https://jupyter.cn/2019/10/19/questionaire-47807178","1","1","1","100%"," 00:00:26",
555,"https://jupyter.cn/2019/10/06/questionaire-46845709","1","1","1","100%"," 00:00:21",
556,"https://jupyter.cn/2019/11/06/questionaire-49060666","1","1","1","100%"," 00:02:00",
557,"https://jupyter.cn/2019/11/08/questionaire-46978923","1","1","1","100%"," 00:02:00",
558,"https://jupyter.cn/2019/10/16/questionaire-47495390","1","1","1","100%"," 00:01:24",
559,"https://jupyter.cn/2019/08/19/questionaire-vmaeuy6/?tdsourcetag=s_pcqq_aiomsg","1","1","1","100%"," 00:02:00",
560,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E5%AE%B9%E8%AE%B8%E5%9F%9F","1","1","1","100%"," 00:02:00",
561,"https://jupyter.cn/2019/08/19/questionaire-vmaeuy6/?jdyscene=chat&amp;directUrl=https%3A%2F%2Fjupyter.cn%2F2019%2F08%2F19%2Fquestionaire-vmaeuy6%2F%3Fjdyscene%3Dchat&amp;from=qianniuAndroid&amp;version=7.5.1&amp;ttid=700145%40tbsellerworkbench_android_7.5.1","1","1","1","100%"," 00:02:00",
562,"https://jupyter.cn/2019/09/18/questionaire-45835428","1","1","1","100%"," 00:02:00",
563,"http://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E5%8E%9F%E5%A7%8B%E5%AF%B9%E5%81%B6%E5%8D%95%E7%BA%AF%E5%BD%A2%E6%B3%95","1","1","1","100%"," 00:00:05",
564,"https://jupyter.cn/2019/10/08/questionaire-46519379","1","1","1","100%"," 00:02:00",
565,"https://jupyter.cn/2019/09/17/questionaire-45722979","1","1","1","100%"," 00:00:07",
566,"https://jupyter.cn/2019/10/13/questionaire-BbAzq2U","1","1","1","100%"," 00:02:00",
567,"https://jupyter.cn/2019/11/06/questionaire-48904583","1","1","1","100%"," 00:00:06",
568,"https://jupyter.cn/2019/09/12/questionaire-45600616","1","1","1","100%"," 00:00:25",
569,"https://jupyter.cn/2019/09/18/questionaire-45648712","1","1","1","100%"," 00:00:34",
570,"https://jupyter.cn/2019/10/28/questionaire-48391715","1","1","1","100%"," 00:00:12",
571,"https://jupyter.cn/2019/10/17/questionaire-47502066","1","1","1","100%"," 00:02:00",
572,"https://jupyter.cn/2019/07/18/questionaire-40229947","1","1","1","100%"," 00:02:00",
573,"https://jupyter.cn/2019/10/20/questionaire-fMJjQzK","1","1","1","100%"," 00:00:05",
574,"https://jupyter.cn/2019/08/07/questionaire-43647668","1","1","1","100%"," 00:00:07",
575,"https://jupyter.cn/2018/10/29/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E5%9B%9E%E5%BD%92%E5%B9%B3%E9%9D%A2","1","1","1","100%"," 00:00:04",
576,"https://jupyter.cn/2019/10/23/questionaire-48035971","1","1","1","100%"," 00:02:00",
577,"https://jupyter.cn/2019/09/18/questionaire-45524398","1","1","1","100%"," 00:04:31",
578,"http://www.mlln.cn/2019/06/02/questionaire-38933591","1","1","1","100%"," 00:02:00",
579,"https://jupyter.cn/2019/08/08/questionaire-43577103","1","1","1","100%"," 00:02:00",
580,"https://jupyter.cn/2019/08/04/questionaire-43516865","1","1","1","100%"," 00:02:00",
581,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-M-plus-Zoutendijk%E5%8F%AF%E8%A1%8C%E6%96%B9%E5%90%91%E6%B3%95","1","1","1","100%"," 00:00:10",
582,"https://jupyter.cn/2019/09/12/questionaire-45567333","1","1","1","100%"," 00:00:49",
583,"https://jupyter.cn/2019/10/28/questionaire-48401675","1","1","1","100%"," 00:00:48",
584,"https://jupyter.cn/2019/09/04/questionaire-45129543","1","1","1","100%"," 00:02:00",
585,"https://jupyter.cn/2019/09/20/questionaire-45896581","1","1","1","100%"," 00:00:30",
586,"https://jupyter.cn/2019/08/14/questionaire-43451314","1","1","1","100%"," 00:00:13",
587,"https://jupyter.cn/2019/10/23/questionaire-48086634","1","1","1","100%"," 00:00:09",
588,"https://jupyter.cn/2019/08/22/questionaire-uAnEzq","1","1","1","100%"," 00:02:00",
589,"https://jupyter.cn/2019/09/27/questionaire-44550251","1","1","1","100%"," 00:04:35",
590,"https://jupyter.cn/2019/07/16/questionaire-42754957","1","1","1","100%"," 00:02:00",
591,"https://jupyter.cn/2018/08/21/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-R-%E8%83%8C%E5%8C%85%E9%97%AE%E9%A2%98","1","1","1","100%"," 00:02:00",
592,"http://www.jupyter.cn/2018/10/30/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E4%BA%A4%E4%BA%92%E6%95%88%E5%BA%94","1","1","1","100%"," 00:02:35",
593,"https://jupyter.cn/2019/08/05/questionaire-43557239","1","1","1","100%"," 00:02:00",
594,"https://jupyter.cn/2019/10/16/questionaire-46959251","1","1","1","100%"," 00:02:00",
595,"https://jupyter.cn/categories/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1","1","1","1","100%"," 00:02:00",
596,"https://jupyter.cn/2019/10/20/questionaire-47379468","1","1","1","100%"," 00:02:00",
597,"https://jupyter.cn/2019/07/29/questionaire-43241838","1","1","1","100%"," 00:02:00",
598,"https://jupyter.cn/2019/08/20/questionaire-44298948","1","1","1","100%"," 00:02:00",
599,"https://jupyter.cn/2018/10/31/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E5%AD%A3%E8%8A%82%E5%9B%9E%E5%BD%92%E6%A8%A1%E5%9E%8B","1","1","1","100%"," 00:00:15",
600,"https://jupyter.cn/2019/08/26/questionaire-44291916","1","1","1","100%"," 00:00:25",
601,"https://jupyter.cn/2019/10/08/questionaire-46589240","1","1","1","100%"," 00:02:00",
602,"https://jupyter.cn/2019/10/19/questionaire-47809442","1","1","1","100%"," 00:00:31",
603,"https://jupyter.cn/2019/08/27/questionaire-44525960","1","1","1","100%"," 00:00:03",
604,"https://jupyter.cn/2019/08/19/questionaire-43969875","1","1","1","100%"," 00:02:00",
605,"https://jupyter.cn/2018/11/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-R-%E5%9B%9E%E5%BD%92%E5%B9%B3%E9%9D%A2","1","1","1","100%"," 00:00:11",
606,"https://jupyter.cn/2019/10/13/questionaire-46795732","1","1","1","100%"," 00:00:14",
607,"https://jupyter.cn/2019/10/07/questionaire-46789669","1","1","1","100%"," 00:00:44",
608,"https://jupyter.cn/2019/10/07/questionaire-46854789","1","1","1","100%"," 00:02:00",
609,"https://jupyter.cn/2019/06/27/questionaire-41806263","1","1","1","100%"," 00:00:31",
610,"https://jupyter.cn/2019/08/22/questionaire-42916680","1","1","1","100%"," 00:02:00",
611,"https://jupyter.cn/2018/10/29/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-STATA-%E4%B8%80%E5%85%83%E9%9D%9E%E7%BA%BF%E6%80%A7%E5%9B%9E%E5%BD%92","1","1","1","100%"," 00:02:00",
612,"https://jupyter.cn/2019/10/06/questionaire-46792153","1","1","1","100%"," 00:02:00",
613,"https://jupyter.cn/2019/10/13/questionaire-35482593","1","1","1","100%"," 00:00:31",
614,"https://39.98.50.19/2019/07/19/questionaire-41995120","1","1","1","100%"," 00:00:11",
615,"https://jupyter.cn/2019/08/20/questionaire-43382989","1","1","1","100%"," 00:01:50",
616,"https://jupyter.cn/2019/06/27/questionaire-41383584","1","1","1","100%"," 00:00:10",
617,"https://jupyter.cn/2019/10/28/questionaire-48225698","1","1","1","100%"," 00:00:11",
618,"https://jupyter.cn/2019/10/17/questionaire-47550077","1","1","1","100%"," 00:00:20",
619,"http://www.mlln.cn/2018/11/27/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Python-%E6%9E%97%E5%BE%B7%E4%BC%AF%E6%A0%BC-%E8%8E%B1%E7%BB%B4%E4%B8%AD%E5%BF%83%E6%9E%81%E9%99%90%E5%AE%9A%E7%90%86","1","1","1","100%"," 00:08:49",
620,"https://jupyter.cn/2019/07/03/questionaire-42122670","1","1","1","100%"," 00:00:05",
621,"https://jupyter.cn/2019/10/23/%E6%8B%9B%E8%81%98%E9%97%AE%E5%8D%B7%E8%AE%BE%E8%AE%A1%E9%97%AE%E5%8D%B7%E6%94%B6%E9%9B%86%E9%97%AE%E5%8D%B7%E5%88%86%E6%9E%90%E4%BA%BA%E5%91%98","1","1","1","100%"," 00:00:13",
622,"https://jupyter.cn/2019/06/27/questionaire-41423969","1","1","1","100%"," 00:02:00",
623,"http://www.mlln.cn/2018/11/28/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-R-%E4%B8%80%E4%B8%AA%E6%AD%A3%E6%80%81%E6%80%BB%E4%BD%93%E7%9A%84%E5%8D%8F%E5%B7%AE%E9%98%B5%E6%A3%80%E9%AA%8C","1","1","1","100%"," 00:19:24",
624,"https://jupyter.cn/2019/09/13/questionaire-45632784","1","1","1","100%"," 00:00:10",
625,"https://jupyter.cn/2019/08/12/questionaire-43392737","1","1","1","100%"," 00:00:30",
626,"https://jupyter.cn/tags/%E6%96%B9%E5%B7%AE%E5%88%86%E6%9E%90%C2%B7%E5%A4%9A%E9%87%8D%E6%AF%94%E8%BE%83%C2%B7%E8%AF%95%E9%AA%8C%E8%AE%BE%E8%AE%A1","1","1","1","100%"," 00:00:06",
627,"https://jupyter.cn/2019/09/04/questionaire-45042869","1","1","1","100%"," 00:02:00",
628,"https://jupyter.cn/2019/09/17/questionaire-45398651","1","1","1","100%"," 00:01:19",
629,"https://jupyter.cn/2019/07/08/questionaire-42444423","1","1","1","100%"," 00:19:37",
630,"https://jupyter.cn/2019/08/05/questionaire-43271856","1","1","1","100%"," 00:02:00",
631,"https://jupyter.cn/2019/08/20/questionaire-VraeMn","1","1","1","100%"," 00:00:03",
632,"https://jupyter.cn/2019/09/16/questionaire-eUveem4","1","1","1","100%"," 00:02:00",
633,"https://jupyter.cn/2018/09/01/%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E6%9C%8D%E5%8A%A1-Eviews-%E5%8D%8A%E6%95%B0%E6%95%88%E9%87%8F","1","1","1","100%"," 00:02:00",
